Date,Season,home,hgoal,visitor,vgoal,winner
1998-03-20,1998,LA Galaxy,4,San Jose Earthquakes,3,LA Galaxy
1998-03-20,1998,Miami Fusion,0,Chicago Fire,2,Chicago Fire
1998-03-20,1998,Tampa Bay Mutiny,1,Columbus Crew,2,Columbus Crew
1998-03-25,1998,Tampa Bay Mutiny,0,Miami Fusion,1,Miami Fusion
1998-03-27,1998,San Jose Earthquakes,2,Colorado Rapids,3,Colorado Rapids
1998-03-27,1998,LA Galaxy,3,New York Red Bulls,2,LA Galaxy
1998-03-28,1998,DC United,2,New England Revolution,1,DC United
1998-03-28,1998,FC Dallas,2,Columbus Crew,1,FC Dallas
1998-04-03,1998,Chicago Fire,2,Tampa Bay Mutiny,0,Chicago Fire
1998-04-03,1998,Colorado Rapids,0,LA Galaxy,1,LA Galaxy
1998-04-03,1998,Columbus Crew,2,DC United,1,Columbus Crew
1998-04-03,1998,Miami Fusion,2,New England Revolution,1,Miami Fusion
1998-04-03,1998,Sporting Kansas City,2,New York Red Bulls,0,Sporting Kansas City
1998-04-04,1998,San Jose Earthquakes,2,FC Dallas,3,FC Dallas
1998-04-07,1998,Sporting Kansas City,1,Chicago Fire,0,Sporting Kansas City
1998-04-10,1998,Columbus Crew,3,New England Revolution,2,Columbus Crew
1998-04-10,1998,DC United,4,Colorado Rapids,3,DC United
1998-04-10,1998,San Jose Earthquakes,1,Chicago Fire,0,San Jose Earthquakes
1998-04-10,1998,Miami Fusion,2,Sporting Kansas City,1,Miami Fusion
1998-04-10,1998,Tampa Bay Mutiny,3,FC Dallas,1,Tampa Bay Mutiny
1998-04-10,1998,New York Red Bulls,2,LA Galaxy,3,LA Galaxy
1998-04-16,1998,Chicago Fire,0,New York Red Bulls,1,New York Red Bulls
1998-04-17,1998,Columbus Crew,5,Miami Fusion,1,Columbus Crew
1998-04-17,1998,FC Dallas,1,San Jose Earthquakes,2,San Jose Earthquakes
1998-04-17,1998,New England Revolution,2,DC United,1,New England Revolution
1998-04-17,1998,Sporting Kansas City,1,LA Galaxy,2,LA Galaxy
1998-04-18,1998,Colorado Rapids,3,Tampa Bay Mutiny,0,Colorado Rapids
1998-04-24,1998,Colorado Rapids,5,Chicago Fire,4,Colorado Rapids
1998-04-24,1998,FC Dallas,3,Sporting Kansas City,1,FC Dallas
1998-04-24,1998,LA Galaxy,5,Tampa Bay Mutiny,1,LA Galaxy
1998-04-24,1998,New England Revolution,3,Miami Fusion,0,New England Revolution
1998-04-24,1998,New York Red Bulls,4,San Jose Earthquakes,3,New York Red Bulls
1998-04-25,1998,DC United,2,Columbus Crew,1,DC United
1998-04-28,1998,DC United,3,San Jose Earthquakes,1,DC United
1998-04-28,1998,Sporting Kansas City,0,LA Galaxy,2,LA Galaxy
1998-04-29,1998,Tampa Bay Mutiny,0,Columbus Crew,1,Columbus Crew
1998-05-01,1998,Chicago Fire,1,DC United,3,DC United
1998-05-01,1998,Miami Fusion,3,Colorado Rapids,2,Miami Fusion
1998-05-02,1998,San Jose Earthquakes,1,New England Revolution,3,New England Revolution
1998-05-02,1998,Tampa Bay Mutiny,0,New York Red Bulls,1,New York Red Bulls
1998-05-05,1998,LA Galaxy,7,Colorado Rapids,4,LA Galaxy
1998-05-05,1998,New York Red Bulls,0,FC Dallas,1,FC Dallas
1998-05-08,1998,Colorado Rapids,2,San Jose Earthquakes,3,San Jose Earthquakes
1998-05-08,1998,DC United,2,New York Red Bulls,0,DC United
1998-05-08,1998,Miami Fusion,2,Columbus Crew,0,Miami Fusion
1998-05-09,1998,New England Revolution,4,Tampa Bay Mutiny,3,New England Revolution
1998-05-12,1998,DC United,3,New England Revolution,2,DC United
1998-05-12,1998,Tampa Bay Mutiny,2,Sporting Kansas City,1,Tampa Bay Mutiny
1998-05-15,1998,FC Dallas,2,Colorado Rapids,1,FC Dallas
1998-05-15,1998,San Jose Earthquakes,2,Miami Fusion,0,San Jose Earthquakes
1998-05-15,1998,Tampa Bay Mutiny,1,Chicago Fire,2,Chicago Fire
1998-05-15,1998,New England Revolution,1,Sporting Kansas City,3,Sporting Kansas City
1998-05-15,1998,New York Red Bulls,4,DC United,3,New York Red Bulls
1998-05-16,1998,Columbus Crew,2,LA Galaxy,4,LA Galaxy
1998-05-19,1998,Chicago Fire,3,LA Galaxy,1,Chicago Fire
1998-05-19,1998,FC Dallas,1,Sporting Kansas City,2,Sporting Kansas City
1998-05-21,1998,New England Revolution,0,Columbus Crew,2,Columbus Crew
1998-05-22,1998,Chicago Fire,5,Colorado Rapids,0,Chicago Fire
1998-05-22,1998,DC United,3,Tampa Bay Mutiny,2,DC United
1998-05-22,1998,LA Galaxy,4,FC Dallas,1,LA Galaxy
1998-05-22,1998,New York Red Bulls,4,Miami Fusion,2,New York Red Bulls
1998-05-22,1998,Sporting Kansas City,0,San Jose Earthquakes,1,San Jose Earthquakes
1998-05-26,1998,Sporting Kansas City,2,Columbus Crew,1,Sporting Kansas City
1998-05-27,1998,Colorado Rapids,3,Miami Fusion,0,Colorado Rapids
1998-05-29,1998,Columbus Crew,4,San Jose Earthquakes,1,Columbus Crew
1998-05-29,1998,LA Galaxy,1,Chicago Fire,2,Chicago Fire
1998-05-29,1998,Tampa Bay Mutiny,1,DC United,2,DC United
1998-05-30,1998,Colorado Rapids,2,Sporting Kansas City,1,Colorado Rapids
1998-05-30,1998,FC Dallas,2,Miami Fusion,0,FC Dallas
1998-05-30,1998,New England Revolution,1,New York Red Bulls,2,New York Red Bulls
1998-06-02,1998,San Jose Earthquakes,0,DC United,4,DC United
1998-06-02,1998,New York Red Bulls,1,Tampa Bay Mutiny,2,Tampa Bay Mutiny
1998-06-03,1998,FC Dallas,1,LA Galaxy,8,LA Galaxy
1998-06-05,1998,Chicago Fire,2,Columbus Crew,0,Chicago Fire
1998-06-05,1998,Colorado Rapids,2,San Jose Earthquakes,0,Colorado Rapids
1998-06-05,1998,Sporting Kansas City,1,Tampa Bay Mutiny,0,Sporting Kansas City
1998-06-06,1998,DC United,4,FC Dallas,5,FC Dallas
1998-06-06,1998,LA Galaxy,5,New England Revolution,1,LA Galaxy
1998-06-06,1998,Miami Fusion,1,New York Red Bulls,2,New York Red Bulls
1998-06-10,1998,Chicago Fire,5,San Jose Earthquakes,2,Chicago Fire
1998-06-12,1998,Columbus Crew,3,DC United,4,DC United
1998-06-12,1998,New York Red Bulls,3,Miami Fusion,1,New York Red Bulls
1998-06-13,1998,New England Revolution,1,Chicago Fire,3,Chicago Fire
1998-06-16,1998,Chicago Fire,1,FC Dallas,0,Chicago Fire
1998-06-17,1998,LA Galaxy,2,Colorado Rapids,1,LA Galaxy
1998-06-19,1998,Columbus Crew,2,New York Red Bulls,1,Columbus Crew
1998-06-20,1998,FC Dallas,0,Tampa Bay Mutiny,1,Tampa Bay Mutiny
1998-06-23,1998,Chicago Fire,4,Sporting Kansas City,1,Chicago Fire
1998-06-23,1998,New York Red Bulls,5,New England Revolution,3,New York Red Bulls
1998-06-24,1998,Colorado Rapids,3,DC United,1,Colorado Rapids
1998-06-26,1998,San Jose Earthquakes,1,LA Galaxy,2,LA Galaxy
1998-06-26,1998,Miami Fusion,2,Tampa Bay Mutiny,1,Miami Fusion
1998-06-26,1998,New England Revolution,3,FC Dallas,4,FC Dallas
1998-06-30,1998,Chicago Fire,4,FC Dallas,1,Chicago Fire
1998-06-30,1998,Sporting Kansas City,1,New England Revolution,0,Sporting Kansas City
1998-07-01,1998,DC United,3,Miami Fusion,1,DC United
1998-07-02,1998,San Jose Earthquakes,2,Columbus Crew,1,San Jose Earthquakes
1998-07-03,1998,Colorado Rapids,1,New York Red Bulls,0,Colorado Rapids
1998-07-03,1998,FC Dallas,0,Chicago Fire,1,Chicago Fire
1998-07-03,1998,LA Galaxy,2,Sporting Kansas City,0,LA Galaxy
1998-07-03,1998,Tampa Bay Mutiny,2,New England Revolution,3,New England Revolution
1998-07-08,1998,Columbus Crew,3,Chicago Fire,0,Columbus Crew
1998-07-10,1998,Colorado Rapids,2,New England Revolution,1,Colorado Rapids
1998-07-10,1998,DC United,3,LA Galaxy,0,DC United
1998-07-10,1998,New York Red Bulls,1,Tampa Bay Mutiny,2,Tampa Bay Mutiny
1998-07-10,1998,Sporting Kansas City,2,FC Dallas,0,Sporting Kansas City
1998-07-14,1998,Miami Fusion,3,San Jose Earthquakes,2,Miami Fusion
1998-07-14,1998,Tampa Bay Mutiny,1,LA Galaxy,3,LA Galaxy
1998-07-14,1998,New England Revolution,0,DC United,1,DC United
1998-07-17,1998,DC United,4,Chicago Fire,1,DC United
1998-07-17,1998,FC Dallas,1,New England Revolution,3,New England Revolution
1998-07-17,1998,San Jose Earthquakes,0,Tampa Bay Mutiny,1,Tampa Bay Mutiny
1998-07-17,1998,LA Galaxy,2,Miami Fusion,3,Miami Fusion
1998-07-18,1998,New York Red Bulls,3,Columbus Crew,0,New York Red Bulls
1998-07-18,1998,Sporting Kansas City,4,Colorado Rapids,1,Sporting Kansas City
1998-07-24,1998,Columbus Crew,1,FC Dallas,2,FC Dallas
1998-07-24,1998,San Jose Earthquakes,2,Sporting Kansas City,1,San Jose Earthquakes
1998-07-24,1998,LA Galaxy,0,DC United,1,DC United
1998-07-24,1998,Tampa Bay Mutiny,2,Colorado Rapids,3,Colorado Rapids
1998-07-24,1998,New York Red Bulls,3,Chicago Fire,2,New York Red Bulls
1998-07-25,1998,New England Revolution,1,Miami Fusion,2,Miami Fusion
1998-07-28,1998,DC United,3,Tampa Bay Mutiny,2,DC United
1998-07-28,1998,FC Dallas,3,LA Galaxy,0,FC Dallas
1998-07-28,1998,San Jose Earthquakes,3,Chicago Fire,0,San Jose Earthquakes
1998-07-28,1998,Miami Fusion,3,Columbus Crew,2,Miami Fusion
1998-07-28,1998,New England Revolution,1,Colorado Rapids,3,Colorado Rapids
1998-07-28,1998,New York Red Bulls,3,Sporting Kansas City,2,New York Red Bulls
1998-08-04,1998,Colorado Rapids,1,LA Galaxy,6,LA Galaxy
1998-08-04,1998,New England Revolution,3,San Jose Earthquakes,0,New England Revolution
1998-08-05,1998,Tampa Bay Mutiny,3,Miami Fusion,1,Tampa Bay Mutiny
1998-08-06,1998,FC Dallas,0,DC United,1,DC United
1998-08-07,1998,Chicago Fire,1,LA Galaxy,2,LA Galaxy
1998-08-07,1998,Columbus Crew,6,New England Revolution,1,Columbus Crew
1998-08-07,1998,Sporting Kansas City,3,Colorado Rapids,1,Sporting Kansas City
1998-08-08,1998,San Jose Earthquakes,5,New York Red Bulls,1,San Jose Earthquakes
1998-08-11,1998,New York Red Bulls,3,Columbus Crew,1,New York Red Bulls
1998-08-12,1998,LA Galaxy,3,Sporting Kansas City,0,LA Galaxy
1998-08-13,1998,Tampa Bay Mutiny,1,New England Revolution,2,New England Revolution
1998-08-14,1998,Chicago Fire,2,San Jose Earthquakes,1,Chicago Fire
1998-08-14,1998,Colorado Rapids,0,FC Dallas,1,FC Dallas
1998-08-14,1998,Miami Fusion,3,New York Red Bulls,1,Miami Fusion
1998-08-15,1998,Columbus Crew,5,Sporting Kansas City,3,Columbus Crew
1998-08-17,1998,New York Red Bulls,4,Colorado Rapids,1,New York Red Bulls
1998-08-18,1998,Miami Fusion,2,FC Dallas,1,Miami Fusion
1998-08-20,1998,Colorado Rapids,0,Chicago Fire,2,Chicago Fire
1998-08-21,1998,Columbus Crew,3,Tampa Bay Mutiny,1,Columbus Crew
1998-08-21,1998,DC United,2,New York Red Bulls,1,DC United
1998-08-21,1998,San Jose Earthquakes,2,FC Dallas,1,San Jose Earthquakes
1998-08-21,1998,New England Revolution,1,LA Galaxy,5,LA Galaxy
1998-08-22,1998,Sporting Kansas City,2,Miami Fusion,0,Sporting Kansas City
1998-08-25,1998,Sporting Kansas City,1,DC United,2,DC United
1998-08-28,1998,FC Dallas,2,New York Red Bulls,0,FC Dallas
1998-08-28,1998,San Jose Earthquakes,1,Colorado Rapids,3,Colorado Rapids
1998-08-28,1998,LA Galaxy,0,Columbus Crew,3,Columbus Crew
1998-08-28,1998,Tampa Bay Mutiny,3,DC United,2,Tampa Bay Mutiny
1998-08-28,1998,Sporting Kansas City,2,Chicago Fire,3,Chicago Fire
1998-08-29,1998,Miami Fusion,3,New England Revolution,2,Miami Fusion
1998-09-01,1998,Chicago Fire,3,Miami Fusion,2,Chicago Fire
1998-09-01,1998,Colorado Rapids,3,Sporting Kansas City,2,Colorado Rapids
1998-09-01,1998,LA Galaxy,3,FC Dallas,0,LA Galaxy
1998-09-01,1998,New York Red Bulls,0,New England Revolution,2,New England Revolution
1998-09-02,1998,Tampa Bay Mutiny,2,San Jose Earthquakes,1,Tampa Bay Mutiny
1998-09-04,1998,Miami Fusion,3,LA Galaxy,5,LA Galaxy
1998-09-04,1998,Sporting Kansas City,5,San Jose Earthquakes,1,Sporting Kansas City
1998-09-05,1998,Columbus Crew,4,New York Red Bulls,3,Columbus Crew
1998-09-08,1998,Columbus Crew,1,Miami Fusion,0,Columbus Crew
1998-09-09,1998,FC Dallas,3,Chicago Fire,2,FC Dallas
1998-09-11,1998,New England Revolution,2,Columbus Crew,0,New England Revolution
1998-09-12,1998,Chicago Fire,3,Colorado Rapids,1,Chicago Fire
1998-09-12,1998,FC Dallas,1,San Jose Earthquakes,3,San Jose Earthquakes
1998-09-12,1998,Miami Fusion,4,DC United,3,Miami Fusion
1998-09-12,1998,Tampa Bay Mutiny,2,New York Red Bulls,1,Tampa Bay Mutiny
1998-09-15,1998,Columbus Crew,2,Colorado Rapids,4,Colorado Rapids
1998-09-15,1998,San Jose Earthquakes,0,LA Galaxy,1,LA Galaxy
1998-09-15,1998,New York Red Bulls,0,DC United,5,DC United
1998-09-16,1998,Chicago Fire,1,Sporting Kansas City,0,Chicago Fire
1998-09-18,1998,Colorado Rapids,2,Columbus Crew,1,Colorado Rapids
1998-09-18,1998,DC United,1,Miami Fusion,3,Miami Fusion
1998-09-18,1998,New England Revolution,3,Tampa Bay Mutiny,0,New England Revolution
1998-09-18,1998,Sporting Kansas City,0,FC Dallas,1,FC Dallas
1998-09-19,1998,LA Galaxy,0,San Jose Earthquakes,1,San Jose Earthquakes
1998-09-22,1998,Chicago Fire,3,New England Revolution,2,Chicago Fire
1998-09-23,1998,Columbus Crew,3,Tampa Bay Mutiny,4,Tampa Bay Mutiny
1998-09-25,1998,Colorado Rapids,3,FC Dallas,1,Colorado Rapids
1998-09-25,1998,New England Revolution,0,New York Red Bulls,1,New York Red Bulls
1998-09-26,1998,DC United,3,Columbus Crew,2,DC United
1998-09-26,1998,San Jose Earthquakes,2,Sporting Kansas City,0,San Jose Earthquakes
1998-09-26,1998,LA Galaxy,1,Chicago Fire,0,LA Galaxy
1998-09-26,1998,Miami Fusion,1,Tampa Bay Mutiny,3,Tampa Bay Mutiny
1998-09-29,1998,Columbus Crew,5,New York Red Bulls,3,Columbus Crew
1998-09-29,1998,DC United,2,Miami Fusion,1,DC United
1998-09-30,1998,Chicago Fire,2,Colorado Rapids,1,Chicago Fire
1998-09-30,1998,LA Galaxy,6,FC Dallas,1,LA Galaxy
1998-10-02,1998,New York Red Bulls,1,Columbus Crew,1,Columbus Crew
1998-10-03,1998,FC Dallas,2,LA Galaxy,3,LA Galaxy
1998-10-03,1998,Miami Fusion,0,DC United,0,DC United
1998-10-04,1998,Colorado Rapids,0,Chicago Fire,1,Chicago Fire
1998-10-09,1998,LA Galaxy,0,Chicago Fire,1,Chicago Fire
1998-10-10,1998,DC United,2,Columbus Crew,0,DC United
1998-10-15,1998,Chicago Fire,1,LA Galaxy,1,LA Galaxy
1998-10-17,1998,Columbus Crew,4,DC United,2,Columbus Crew
1998-10-20,1998,DC United,3,Columbus Crew,0,DC United
1998-10-24,1998,Chicago Fire,2,DC United,0,Chicago Fire
1999-03-19,1999,FC Dallas,4,Sporting Kansas City,0,FC Dallas
1999-03-19,1999,San Jose Earthquakes,1,Chicago Fire,3,Chicago Fire
1999-03-19,1999,LA Galaxy,2,Colorado Rapids,1,LA Galaxy
1999-03-19,1999,Miami Fusion,2,New York Red Bulls,3,New York Red Bulls
1999-03-19,1999,Tampa Bay Mutiny,2,DC United,5,DC United
1999-03-26,1999,San Jose Earthquakes,3,Colorado Rapids,2,San Jose Earthquakes
1999-03-26,1999,Sporting Kansas City,0,Chicago Fire,3,Chicago Fire
1999-03-27,1999,LA Galaxy,1,FC Dallas,0,LA Galaxy
1999-03-27,1999,Miami Fusion,2,New England Revolution,1,Miami Fusion
1999-03-27,1999,New York Red Bulls,1,Columbus Crew,0,New York Red Bulls
1999-04-02,1999,San Jose Earthquakes,2,LA Galaxy,1,San Jose Earthquakes
1999-04-02,1999,Miami Fusion,1,Chicago Fire,4,Chicago Fire
1999-04-02,1999,Tampa Bay Mutiny,2,Columbus Crew,3,Columbus Crew
1999-04-02,1999,New York Red Bulls,0,DC United,1,DC United
1999-04-02,1999,Sporting Kansas City,0,New England Revolution,1,New England Revolution
1999-04-07,1999,LA Galaxy,1,Columbus Crew,2,Columbus Crew
1999-04-09,1999,Chicago Fire,0,FC Dallas,1,FC Dallas
1999-04-09,1999,Colorado Rapids,4,Miami Fusion,1,Colorado Rapids
1999-04-09,1999,New England Revolution,2,DC United,3,DC United
1999-04-09,1999,Sporting Kansas City,1,San Jose Earthquakes,2,San Jose Earthquakes
1999-04-10,1999,Tampa Bay Mutiny,1,New York Red Bulls,2,New York Red Bulls
1999-04-14,1999,Miami Fusion,2,FC Dallas,1,Miami Fusion
1999-04-16,1999,Chicago Fire,1,LA Galaxy,0,Chicago Fire
1999-04-16,1999,Colorado Rapids,2,Sporting Kansas City,1,Colorado Rapids
1999-04-16,1999,DC United,1,San Jose Earthquakes,2,San Jose Earthquakes
1999-04-16,1999,New England Revolution,0,Columbus Crew,1,Columbus Crew
1999-04-17,1999,FC Dallas,2,Tampa Bay Mutiny,1,FC Dallas
1999-04-23,1999,DC United,2,New England Revolution,3,New England Revolution
1999-04-23,1999,FC Dallas,2,Columbus Crew,0,FC Dallas
1999-04-23,1999,LA Galaxy,1,San Jose Earthquakes,0,LA Galaxy
1999-04-23,1999,Miami Fusion,1,Sporting Kansas City,0,Miami Fusion
1999-04-24,1999,New York Red Bulls,0,Tampa Bay Mutiny,1,Tampa Bay Mutiny
1999-04-27,1999,Sporting Kansas City,0,Columbus Crew,1,Columbus Crew
1999-04-29,1999,San Jose Earthquakes,2,FC Dallas,1,San Jose Earthquakes
1999-04-30,1999,Chicago Fire,3,DC United,2,Chicago Fire
1999-04-30,1999,Tampa Bay Mutiny,2,Miami Fusion,1,Tampa Bay Mutiny
1999-04-30,1999,New England Revolution,1,Colorado Rapids,2,Colorado Rapids
1999-04-30,1999,New York Red Bulls,0,LA Galaxy,1,LA Galaxy
1999-05-07,1999,DC United,2,New York Red Bulls,1,DC United
1999-05-07,1999,FC Dallas,1,Colorado Rapids,2,Colorado Rapids
1999-05-07,1999,Tampa Bay Mutiny,2,Chicago Fire,1,Tampa Bay Mutiny
1999-05-07,1999,New England Revolution,1,Miami Fusion,0,New England Revolution
1999-05-07,1999,Sporting Kansas City,2,LA Galaxy,1,Sporting Kansas City
1999-05-08,1999,San Jose Earthquakes,1,Columbus Crew,2,Columbus Crew
1999-05-14,1999,Columbus Crew,2,New England Revolution,0,Columbus Crew
1999-05-14,1999,FC Dallas,2,San Jose Earthquakes,1,FC Dallas
1999-05-14,1999,LA Galaxy,0,Tampa Bay Mutiny,1,Tampa Bay Mutiny
1999-05-14,1999,New York Red Bulls,3,Miami Fusion,2,New York Red Bulls
1999-05-14,1999,Sporting Kansas City,3,DC United,4,DC United
1999-05-15,1999,Chicago Fire,0,Colorado Rapids,1,Colorado Rapids
1999-05-21,1999,Chicago Fire,3,Sporting Kansas City,1,Chicago Fire
1999-05-21,1999,Colorado Rapids,2,New York Red Bulls,0,Colorado Rapids
1999-05-21,1999,Columbus Crew,0,Tampa Bay Mutiny,1,Tampa Bay Mutiny
1999-05-21,1999,San Jose Earthquakes,2,FC Dallas,1,San Jose Earthquakes
1999-05-21,1999,Miami Fusion,1,DC United,3,DC United
1999-05-22,1999,LA Galaxy,1,New England Revolution,0,LA Galaxy
1999-05-25,1999,FC Dallas,2,Miami Fusion,1,FC Dallas
1999-05-26,1999,Colorado Rapids,4,San Jose Earthquakes,2,Colorado Rapids
1999-05-28,1999,Columbus Crew,2,LA Galaxy,1,Columbus Crew
1999-05-28,1999,DC United,3,Chicago Fire,1,DC United
1999-05-28,1999,Miami Fusion,2,Tampa Bay Mutiny,1,Miami Fusion
1999-05-28,1999,New York Red Bulls,3,New England Revolution,4,New England Revolution
1999-06-02,1999,San Jose Earthquakes,4,Colorado Rapids,3,San Jose Earthquakes
1999-06-04,1999,DC United,1,Columbus Crew,0,DC United
1999-06-04,1999,Tampa Bay Mutiny,1,Miami Fusion,0,Tampa Bay Mutiny
1999-06-04,1999,New England Revolution,2,Chicago Fire,0,New England Revolution
1999-06-04,1999,New York Red Bulls,2,FC Dallas,5,FC Dallas
1999-06-05,1999,LA Galaxy,1,Sporting Kansas City,0,LA Galaxy
1999-06-09,1999,DC United,3,Miami Fusion,1,DC United
1999-06-11,1999,San Jose Earthquakes,2,Tampa Bay Mutiny,1,San Jose Earthquakes
1999-06-11,1999,LA Galaxy,2,Chicago Fire,1,LA Galaxy
1999-06-11,1999,New York Red Bulls,0,Colorado Rapids,1,Colorado Rapids
1999-06-11,1999,Sporting Kansas City,1,FC Dallas,0,Sporting Kansas City
1999-06-12,1999,Columbus Crew,1,DC United,2,DC United
1999-06-12,1999,New England Revolution,4,Miami Fusion,3,New England Revolution
1999-06-15,1999,Columbus Crew,2,New England Revolution,1,Columbus Crew
1999-06-15,1999,FC Dallas,3,DC United,0,FC Dallas
1999-06-18,1999,Chicago Fire,2,San Jose Earthquakes,0,Chicago Fire
1999-06-18,1999,Colorado Rapids,2,FC Dallas,1,Colorado Rapids
1999-06-18,1999,DC United,1,LA Galaxy,2,LA Galaxy
1999-06-18,1999,Tampa Bay Mutiny,2,New England Revolution,3,New England Revolution
1999-06-19,1999,Sporting Kansas City,6,New York Red Bulls,0,Sporting Kansas City
1999-06-25,1999,Colorado Rapids,2,Chicago Fire,0,Colorado Rapids
1999-06-25,1999,Columbus Crew,2,New York Red Bulls,1,Columbus Crew
1999-06-25,1999,DC United,3,Sporting Kansas City,0,DC United
1999-06-25,1999,FC Dallas,2,New England Revolution,0,FC Dallas
1999-06-25,1999,Miami Fusion,1,San Jose Earthquakes,2,San Jose Earthquakes
1999-06-26,1999,Tampa Bay Mutiny,2,LA Galaxy,4,LA Galaxy
1999-06-29,1999,Columbus Crew,4,San Jose Earthquakes,3,Columbus Crew
1999-06-29,1999,New York Red Bulls,2,Tampa Bay Mutiny,1,New York Red Bulls
1999-07-01,1999,Chicago Fire,2,FC Dallas,1,Chicago Fire
1999-07-02,1999,Tampa Bay Mutiny,1,Sporting Kansas City,2,Sporting Kansas City
1999-07-03,1999,Colorado Rapids,0,Columbus Crew,3,Columbus Crew
1999-07-03,1999,FC Dallas,1,Chicago Fire,2,Chicago Fire
1999-07-03,1999,San Jose Earthquakes,2,DC United,1,San Jose Earthquakes
1999-07-03,1999,LA Galaxy,1,Miami Fusion,2,Miami Fusion
1999-07-03,1999,New England Revolution,3,New York Red Bulls,2,New England Revolution
1999-07-06,1999,Columbus Crew,1,DC United,2,DC United
1999-07-06,1999,Sporting Kansas City,1,Colorado Rapids,2,Colorado Rapids
1999-07-07,1999,Tampa Bay Mutiny,2,San Jose Earthquakes,1,Tampa Bay Mutiny
1999-07-09,1999,Chicago Fire,2,New York Red Bulls,0,Chicago Fire
1999-07-09,1999,DC United,1,Colorado Rapids,2,Colorado Rapids
1999-07-09,1999,FC Dallas,5,Sporting Kansas City,0,FC Dallas
1999-07-09,1999,Miami Fusion,2,Columbus Crew,0,Miami Fusion
1999-07-10,1999,New England Revolution,2,LA Galaxy,5,LA Galaxy
1999-07-21,1999,Sporting Kansas City,4,Tampa Bay Mutiny,3,Sporting Kansas City
1999-07-22,1999,Chicago Fire,2,San Jose Earthquakes,3,San Jose Earthquakes
1999-07-23,1999,Columbus Crew,4,FC Dallas,1,Columbus Crew
1999-07-23,1999,New York Red Bulls,0,Miami Fusion,1,Miami Fusion
1999-07-24,1999,Colorado Rapids,2,Tampa Bay Mutiny,3,Tampa Bay Mutiny
1999-07-24,1999,LA Galaxy,2,Sporting Kansas City,1,LA Galaxy
1999-07-24,1999,New England Revolution,0,DC United,2,DC United
1999-07-27,1999,Colorado Rapids,1,LA Galaxy,0,Colorado Rapids
1999-07-28,1999,Miami Fusion,3,Tampa Bay Mutiny,2,Miami Fusion
1999-07-30,1999,Chicago Fire,0,LA Galaxy,1,LA Galaxy
1999-07-30,1999,FC Dallas,0,Colorado Rapids,2,Colorado Rapids
1999-07-30,1999,Tampa Bay Mutiny,4,New England Revolution,1,Tampa Bay Mutiny
1999-07-30,1999,Sporting Kansas City,3,San Jose Earthquakes,2,Sporting Kansas City
1999-07-31,1999,Columbus Crew,4,Miami Fusion,0,Columbus Crew
1999-08-03,1999,FC Dallas,2,New York Red Bulls,0,FC Dallas
